name,grades,score,ra,dec,ABmag_F444W,has_COWLS_counterpart,within_COWLS_footprint,code_COWLS
GSS_122859,XXXXXXXX,0,53.044899555,-27.695997745,19.8533,False,False,
GSS_123775,XXXXXXXX,0,53.155755159,-27.690616156,18.6486,False,False,
GSS_123900,XXXXXXXX,0,53.158563858,-27.691209844,19.962,False,False,
GSS_125439,UXUXXUXX,0,53.183957754,-27.661655718,17.987,False,False,
GSS_125507,XXXXXXXX,0,53.144756149,-27.666005392,18.5031,False,False,
GSS_125540,XXXXXXXX,0,53.174939298,-27.663680219,18.0452,False,False,
GSS_15452,XXXXXXXU,0,53.008813712,-27.893837889,20.9085,False,False,
GSS_17705,XXXXXXXU,0,53.006887361,-27.888324922,21.7008,False,False,
GSS_18269,XXXXXXXU,0,53.302423742,-27.889575383,19.9675,False,False,
GSS_18749,XXXXXXXX,0,53.128820645,-27.88650606,20.5844,False,False,
GSS_209,XXXXXXXX,0,53.060303229,-27.941171196,20.1934,False,False,
GSS_21,XXXXXXXX,0,53.061739666,-27.943911736,19.858,False,False,
GSS_22251,XXXXXXXX,0,53.164518499,-27.88379009,19.4602,False,False,
GSS_22403,XXUXXXXX,0,53.284316222,-27.881400767,19.2472,False,False,
GSS_2536,XXXXXXXX,0,53.10280416,-27.903251063,19.744,False,False,
GSS_2559,XXXXXUXX,0,53.105010686,-27.89305534,19.0171,False,False,
GSS_26022,XXXXXXXX,0,53.299935552,-27.877925184,19.2459,False,False,
GSS_28099,XXXXXXXU,0,53.071535627,-27.87245627,19.6093,False,False,
GSS_28357,XXXXXXXX,0,53.073386154,-27.874579689,19.1779,False,False,
GSS_28690,XXXXXXXX,0,53.171292517,-27.870971754,20.5725,False,False,
GSS_28926,XXXXXXXX,0,53.081298482,-27.871583253,19.7239,False,False,
GSS_30015,XXXXXXXX,0,53.084417714,-27.872723357,19.3692,False,False,
GSS_31921,XXXXXXXX,0,53.150876124,-27.868321603,19.5549,False,False,
GSS_32135,XXXXXXXX,0,53.116777174,-27.865547983,20.1273,False,False,
GSS_32816,XXXXXXXU,0,53.106065082,-27.865189649,20.0706,False,False,
GSS_35105,XXXXXXXX,0,53.325617067,-27.864249417,19.7587,False,False,
GSS_35501,XXXXXXXX,0,53.23971017,-27.850913486,18.3162,False,False,
GSS_36358,XXXXXXXX,0,53.272394167,-27.863222576,19.0353,False,False,
GSS_36734,XXXXXXXX,0,52.984808847,-27.85871654,19.3496,False,False,
GSS_37160,XXXXXXXX,0,53.314803221,-27.860004556,19.6568,False,False,
GSS_3881,XXXXXXXX,0,53.116291929,-27.923622954,22.8949,False,False,
GSS_38944,XXXXXXXX,0,53.011500639,-27.858265046,19.12,False,False,
GSS_39710,XXUXXXXU,0,53.291128408,-27.858701601,19.6031,False,False,
GSS_3991,XXXXXXXX,0,53.062615671,-27.92301841,20.4347,False,False,
GSS_39997,XXXXXXXX,0,53.137827385,-27.856628291,20.1016,False,False,
GSS_40788,XXXXXXXX,0,53.30980759,-27.853990178,20.8958,False,False,
GSS_41648,XXXXXXXX,0,53.045707865,-27.851432461,21.7923,False,False,
GSS_42039,XXXXXXXX,0,53.016944851,-27.851735698,20.4513,False,False,
GSS_43531,XXUXXUXU,0,52.956350841,-27.849882177,20.0252,False,False,
GSS_44020,XXUXXXXU,0,53.076400365,-27.848666934,19.7125,False,False,
GSS_44346,XXXXXXXX,0,52.930512986,-27.850589824,18.038,False,False,
GSS_44885,XXXXXXXX,0,53.074473428,-27.849814499,17.6388,False,False,
GSS_46018,XXXXXXXU,0,52.926548931,-27.843271863,20.4542,False,False,
GSS_46075,XXXXXXXU,0,52.946473752,-27.847543365,19.3505,False,False,
GSS_46207,XXXXXXXU,0,53.021883193,-27.846926228,20.3585,False,False,
GSS_47562,XXXXXXXX,0,53.251748913,-27.846045445,19.1317,False,False,
GSS_47578,XXXXXXXU,0,53.122345187,-27.846871169,20.1277,False,False,
GSS_48881,XXXXXXXX,0,53.274522291,-27.842822302,20.2,False,False,
GSS_51485,XXXXXXXX,0,53.12728434,-27.838591322,21.7249,False,False,
GSS_52264,XXXXXXXX,0,53.266098117,-27.840593324,19.4254,False,False,
GSS_5320,XXXXXXXX,0,53.054738515,-27.91469821,18.4158,False,False,
GSS_54293,XXXXXXXX,0,53.261417357,-27.835212523,20.2892,False,False,
GSS_56894,XXXXXXXX,0,53.136105665,-27.82903711,18.6803,False,False,
GSS_58337,XXXXXXXX,0,52.910407321,-27.828973448,20.1758,False,False,
GSS_60939,XXXXXXXX,0,52.95578743,-27.825924513,19.6214,False,False,
GSS_60967,XXXXXXUU,0,53.107257522,-27.826750172,19.14,False,False,
GSS_6142,XXXXXXUX,0,53.165381606,-27.918805487,22.2515,False,False,
GSS_61512,XXXXXXXX,0,52.965184265,-27.825146568,19.0971,False,False,
GSS_62615,XXXXXXXX,0,53.053319197,-27.824345531,19.4946,False,False,
GSS_6265,XXXXXXXX,0,52.983360806,-27.91486617,19.4624,False,False,
GSS_62847,XXXXXXXX,0,53.031607727,-27.824103637,19.3586,False,False,
GSS_63250,XXXXXXXX,0,52.957764029,-27.822451184,21.7794,False,False,
GSS_65785,XXXXXXXX,0,52.962308918,-27.818298924,20.5269,False,False,
GSS_68203,XXUXXXXU,0,53.102542708,-27.814308544,19.9819,False,False,
GSS_68834,XXXXXXXX,0,52.997536658,-27.814984015,19.4517,False,False,
GSS_69133,XXUXXXXU,0,53.084283792,-27.8140376,19.2848,False,False,
GSS_70482,XXXXXXXX,0,52.958431447,-27.811352049,19.3003,False,False,
GSS_73221,XXXXXXXX,0,53.221200318,-27.806155648,20.0832,False,False,
GSS_77781,XXXXXXXX,0,53.18023498,-27.798928508,19.7539,False,False,
GSS_7858,XXXXXXXX,0,52.99954743,-27.908665066,19.0669,False,False,
GSS_78963,XXUXXUXX,0,53.066761305,-27.797223137,20.3248,False,False,
GSS_82578,XXXXXXXX,0,52.988370165,-27.789476222,20.0954,False,False,
GSS_84152,XXXXXXXX,0,53.087154859,-27.784855392,18.9007,False,False,
GSS_84255,XXUXXXXU,0,53.160343065,-27.784001953,19.4711,False,False,
GSS_8461,XXXXXXXX,0,53.111976816,-27.906483234,20.2502,False,False,
GSS_84884,XXXXXUXU,0,53.091602569,-27.782181129,19.1702,False,False,
GSS_85791,XXXXXXXX,0,53.032143304,-27.785093354,22.1843,False,False,
GSS_88979,XXUXXXXU,0,53.00264895,-27.775898048,19.7584,False,False,
GSS_89177,XXXXXXXX,0,52.972181399,-27.776988197,20.6338,False,False,
GSS_8985,XXXXXXXX,0,53.080363951,-27.901702092,18.462,False,False,
GSS_91086,XXXXXXXU,0,53.169943497,-27.771047268,19.7039,False,False,
GSS_91258,XXUXXXXU,0,53.131119803,-27.773110088,20.2701,False,False,
GSS_92039,XXXXXXXX,0,53.01991466,-27.770703574,19.8581,False,False,
GSS_92911,XXXXXXXX,0,53.096429979,-27.77010506,20.0611,False,False,
GSS_94384,XXXXXXXX,0,53.136295598,-27.763181383,19.269,False,False,
GSS_94411,XXXXXXXX,0,53.113894261,-27.767551931,21.0756,False,False,
GSS_94685,XXXXXXXX,0,53.137576442,-27.763172792,19.1468,False,False,
GSS_95984,XXXXXXXX,0,53.163589916,-27.758941315,19.6569,False,False,
GSS_98893,XXXXXUXX,0,53.126441186,-27.756543728,19.5924,False,False,
GSS_99708,XXXXXXXX,0,53.102795708,-27.756052416,22.0396,False,False,
GSS_99816,XXXXXXXU,0,53.127410531,-27.755118136,20.0302,False,False,
UDS_11425,XXXXXXXU,0,34.408119418,-5.291109473,19.4541,False,False,
UDS_14816,XXXXXXXX,0,34.507818428,-5.2855217239,20.5129,False,False,
UDS_15722,XXXXXXXU,0,34.519583343,-5.2830035033,18.3338,False,False,
UDS_16117,XXXXXXXX,0,34.50906463,-5.2819930879,19.5616,False,False,
UDS_19708,XXXXXUXX,0,34.268275018,-5.2715827139,19.9118,False,False,
UDS_2018,XXXXXXXX,0,34.302993017,-5.3159416512,19.8519,False,False,
UDS_20359,XXXXXXXX,0,34.224446116,-5.2709850371,20.1193,False,False,
UDS_2074,XXXXXUXU,0,34.341695571,-5.3181198722,20.5462,False,False,
UDS_2270,XXXXXXXX,0,34.374053085,-5.3133909565,18.2745,False,False,
UDS_23172,XXXXXXXX,0,34.310323404,-5.2627303867,19.06,False,False,
UDS_23306,XXXXXXXX,0,34.347225729,-5.2619445735,19.7016,False,False,
UDS_24670,XXUXXUXU,0,34.491557085,-5.2574935417,20.1333,False,False,
UDS_24932,XXXXXXXX,0,34.435665817,-5.2561926755,18.2096,False,False,
UDS_2565,XXUXXXXX,0,34.52795914,-5.3161587342,19.4364,False,False,
UDS_27589,XXXXXXXX,0,34.37278354,-5.2511538704,19.3389,False,False,
UDS_2869,XXXXXXXX,0,34.37738255,-5.3135432362,19.7271,False,False,
UDS_28740,XXXXXXXX,0,34.226041575,-5.2489669463,18.6634,False,False,
UDS_33012,XXXXXXXX,0,34.576263943,-5.2412931445,20.4063,False,False,
UDS_33378,XXXXXXXX,0,34.399094412,-5.2390518854,19.8716,False,False,
UDS_38081,XXXXXXXX,0,34.256334625,-5.2273002101,19.266,False,False,
UDS_40155,XXXXXXXU,0,34.246596275,-5.2157221504,19.9989,False,False,
UDS_40578,XXXXXXXX,0,34.48016876,-5.2206041639,19.7113,False,False,
UDS_40743,XXUXXXXX,0,34.378670093,-5.2181696778,19.0733,False,False,
UDS_40818,XXXXXXXU,0,34.315157706,-5.2188044208,19.6049,False,False,
UDS_42095,XXXXXXXX,0,34.345841235,-5.214120209,19.0764,False,False,
UDS_45193,XXXXXXXX,0,34.320763913,-5.2032737501,19.3196,False,False,
UDS_45554,XXXXXXXX,0,34.390345777,-5.2011389521,19.2037,False,False,
UDS_45906,XXXXUUUX,0,34.397223676,-5.202144385,19.5787,False,False,
UDS_46369,XXXXXUXX,0,34.341574797,-5.1990208361,19.3396,False,False,
UDS_48455,XXXXXXXX,0,34.280767743,-5.1904564256,18.754,False,False,
UDS_48865,XXXXXUXX,0,34.424160909,-5.1927031473,21.5165,False,False,
UDS_491,XXUXXUXX,0,34.480673351,-5.324477829,19.6865,False,False,
UDS_49471,XXXXXXXX,0,34.364448206,-5.1869237494,18.0486,False,False,
UDS_49575,XXXXXXXX,0,34.511568629,-5.1896643113,21.2307,False,False,
UDS_53876,XXXXXXXU,0,34.328685135,-5.1748764763,19.4056,False,False,
UDS_54139,XXXXXUXX,0,34.249930511,-5.1712378767,18.3596,False,False,
UDS_55112,XXXXXXXU,0,34.258854563,-5.1727645913,20.401,False,False,
UDS_55953,XXUXXXXU,0,34.322909043,-5.1676082818,18.974,False,False,
UDS_57806,XXXXXXXX,0,34.241783809,-5.165928506,20.7678,False,False,
UDS_58393,XXXXXXXX,0,34.37667688,-5.1638062462,19.3396,False,False,
UDS_58515,XXXXXXXU,0,34.352601216,-5.1626382307,19.7484,False,False,
UDS_60598,XXUXXXXY,0,34.317842215,-5.1585362291,22.2096,False,False,
UDS_6115,XXXXXXXX,0,34.376544095,-5.3045587181,20.1447,False,False,
UDS_61777,XXUXXUXU,0,34.505170616,-5.1549896243,20.4716,False,False,
UDS_61815,XXUXXXXU,0,34.229696492,-5.154820261,22.1356,False,False,
UDS_62084,XXXXXXXU,0,34.339857437,-5.1496266588,19.6483,False,False,
UDS_64774,XXXXXXXU,0,34.407701505,-5.1476419068,20.8072,False,False,
UDS_66774,XXXXXXXU,0,34.422599126,-5.139463306,19.6525,False,False,
UDS_6719,XXXXXXXX,0,34.424869318,-5.2993101073,19.0871,False,False,
UDS_67463,XXXXXXXU,0,34.21115697,-5.1378258468,20.3738,False,False,
UDS_69049,XXXXXXXU,0,34.341447316,-5.1308234922,18.449,False,False,
UDS_71632,XXUXXXXX,0,34.244932743,-5.1272065878,19.2927,False,False,
UDS_73318,XXXXXXXX,0,34.268311503,-5.1218857205,19.6678,False,False,
UDS_73551,XXXXXXXX,0,34.330155365,-5.122405239,19.007,False,False,
UDS_74682,XXXXXXXX,0,34.218756088,-5.1200460355,20.1069,False,False,
UDS_75077,XXUXXXXX,0,34.205962794,-5.1169848987,19.2011,False,False,
UDS_75318,XXUXXXXU,0,34.379870028,-5.1193528017,19.3661,False,False,
UDS_75453,XXXXXXXX,0,34.258364244,-5.1128851921,18.6602,False,False,
UDS_76058,XXXXXXXX,0,34.261915782,-5.1125568917,19.7335,False,False,
UDS_77013,XXXXXXXX,0,34.427547835,-5.1119570788,19.021,False,False,
UDS_77163,XXUXXXXX,0,34.249595553,-5.1122641604,18.9322,False,False,
UDS_77231,XXXXXXXX,0,34.227653895,-5.1124944943,20.4413,False,False,
UDS_7807,XXXXXXXX,0,34.603483166,-5.297350404,18.6099,False,False,
UDS_78821,XXXXXXXX,0,34.249063391,-5.1061035106,18.7087,False,False,
UDS_80394,XXXXXXXU,0,34.226555343,-5.1015740335,20.2035,False,False,
UDS_82051,XXXXXXXX,0,34.262319089,-5.0844120765,19.2427,False,False,
UDS_84877,XXUXXXXU,0,34.393555482,-5.0994805396,20.2496,False,False,
UDS_86858,XXXXXXXX,0,34.210581739,-5.1049414455,20.1947,False,False,
UDS_86999,XXXXXXXU,0,34.369975624,-5.1027290911,21.7005,False,False,
UDS_88014,XXXXXXXX,0,34.200861273,-5.0677849161,21.8293,False,False,
UDS_88466,XXXXXXXX,0,34.282880298,-5.088565426,20.0273,False,False,
UDS_88618,XXXXXXXX,0,34.374671675,-5.0953268627,19.0727,False,False,
UDS_8901,XXUXXXXX,0,34.402122021,-5.298551769,20.624,False,False,
UDS_91786,XXXXXXXU,0,34.389151224,-5.0813899108,19.4315,False,False,
UDS_924,XXXXXXXX,0,34.293190321,-5.3223505112,20.1301,False,False,
UDS_9827,XXXXXXXU,0,34.474967367,-5.2970274077,20.5341,False,False,
Web_028_1049,XXXXXXXU,0,150.2420196533203,1.793756365776062,19.572900772094727,False,True,
Web_028_299,XXXXXXXU,0,150.28543090820312,1.7449970245361328,19.39550018310547,False,True,
Web_028_3622,XXUXXUXX,0,150.27919006347656,1.7641130685806274,19.16080093383789,False,True,
Web_028_4591,XXXXXXXU,0,150.24697875976562,1.755922794342041,19.957799911499023,False,True,
Web_029_436,XXXXXXXU,0,150.20265197753906,1.7897783517837524,19.956899642944336,False,True,
Web_040_14802,XXUXXXXU,0,150.3304901123047,1.9060711860656736,19.679500579833984,False,True,
Web_040_15233,XXUXXXXV,0,150.25811767578125,1.9089655876159668,19.2096004486084,False,True,
Web_040_15771,XXXXXXXX,0,150.30345153808594,1.91126549243927,20.105199813842773,False,True,
Web_040_16770,XXXXXXXX,0,150.26255798339844,1.9185988903045657,20.28350067138672,False,True,
Web_040_18103,XXXXXXXX,0,150.35101318359375,1.935580492019653,21.441200256347656,False,True,
Web_040_18590,XXXXXXXX,0,150.2781524658203,1.9391446113586424,19.87470054626465,False,True,
Web_040_19782,XXXXXXXX,0,150.2325897216797,1.9510633945465088,19.31529998779297,False,True,
Web_040_19952,XXXXXXXX,0,150.34825134277344,1.9489940404891968,17.917800903320312,False,True,
Web_040_20705,XXXXXXXX,0,150.27047729492188,1.9421743154525757,21.844200134277344,True,True,COSJ100104+015631
Web_040_21153,XXXXXXXU,0,150.30210876464844,1.939154028892517,19.29780006408692,False,True,
Web_040_21617,XXXXXXXU,0,150.28843688964844,1.9334486722946167,20.65080070495605,False,True,
Web_040_22453,XXXXXXXX,0,150.32723999023438,1.928539752960205,18.79850006103516,False,True,
Web_040_4401,XXXXXXXX,0,150.27378845214844,1.8408782482147217,17.482900619506836,True,True,COSJ100105+015027
Web_040_4551,XXUXXXXX,0,150.25314331054688,1.831395983695984,19.38549995422364,False,True,
Web_040_6148,XXXXXXXU,0,150.2308807373047,1.8449910879135132,19.92799949645996,False,True,
Web_040_7073,XXXXXXXU,0,150.3277130126953,1.849362850189209,19.80470085144043,False,True,
Web_040_7135,XXXXXXXU,0,150.34625244140625,1.8502980470657349,20.35740089416504,False,True,
Web_040_8382,XXXXXXXU,0,150.25091552734375,1.863988161087036,18.52140045166016,False,True,
Web_040_8426,XXXXXXXX,0,150.31280517578125,1.8600996732711792,20.63170051574707,False,True,
Web_040_9277,XXXXXXXU,0,150.2653045654297,1.8686442375183103,19.38809967041016,True,True,COSJ100103+015207
Web_040_9927,XXXXXXXU,0,150.23080444335938,1.8712289333343504,20.296600341796875,False,True,
Web_041_10905,XXXXXXXX,0,150.12228393554688,1.869434118270874,19.74799919128418,False,True,
Web_041_11311,XXXXXXXU,0,150.13323974609375,1.8716304302215576,20.175199508666992,False,True,
Web_041_11516,XXXXXXXX,0,150.15155029296875,1.872808575630188,19.09000015258789,False,True,
Web_041_1387,XXXXXXXX,0,150.1634979248047,1.8057212829589844,20.14970016479492,False,True,
Web_041_13982,XXUXXXXX,0,150.13792419433594,1.8898323774337769,19.15180015563965,False,True,
Web_041_14412,XXXXXXXU,0,150.18190002441406,1.8914672136306765,19.743099212646484,False,True,
Web_041_15024,XXXXXXXU,0,150.08023071289062,1.894921064376831,19.92510032653809,False,True,
Web_041_15314,XXXXXXXU,0,150.1632843017578,1.8969324827194216,20.10110092163086,False,True,
Web_041_15740,XXXXXXXX,0,150.18824768066406,1.9079837799072263,19.947099685668945,False,True,
Web_041_15767,XXXXXXXU,0,150.12628173828125,1.898430109024048,20.65819931030273,False,True,
Web_041_15774,XXXXXXXX,0,150.1378631591797,1.9039454460144043,17.966699600219727,False,True,
Web_041_16365,XXXXXXXX,0,150.1170196533203,1.905173182487488,18.9197006225586,False,True,
Web_041_16415,XXXXXXXX,0,150.08273315429688,1.907425880432129,19.51000022888184,False,True,
Web_041_17726,XXXXXXXU,0,150.12570190429688,1.9136946201324463,19.524599075317383,False,True,
Web_041_1999,XXXXXXXU,0,150.1016387939453,1.8135367631912231,19.215499877929688,False,True,
Web_041_23513,XXXXXXXU,0,150.13729858398438,1.933427691459656,19.44099998474121,False,True,
Web_041_23711,XXXXXXXX,0,150.0915985107422,1.930928349494934,18.34779930114746,False,True,
Web_041_24150,XXXXXXXX,0,150.1100616455078,1.9535701274871824,19.09469985961914,False,True,
Web_041_24730,XXUXXXXU,0,150.1728057861328,1.9237439632415771,20.459800720214844,False,True,
Web_041_3266,XXXXXXXX,0,150.19381713867188,1.8209877014160156,19.36829948425293,False,True,
Web_041_4653,XXXXXXXX,0,150.17042541503906,1.8300122022628784,19.174999237060547,False,True,
Web_041_6743,XXUXXXXX,0,150.19515991210938,1.8415112495422363,20.61210060119629,True,True,COSJ100046+015029
Web_041_6795,XXUXXXXU,0,150.13833618164062,1.844037413597107,19.57080078125,True,True,COSJ100033+015039
Web_041_708,XXXXXXXU,0,150.20057678222656,1.7994776964187622,20.048099517822266,False,True,
Web_041_7461,XXXXXXXX,0,150.21311950683594,1.8492642641067505,18.94770050048828,False,True,
Web_041_7488,XXXXXXXU,0,150.13998413085938,1.846971035003662,20.38170051574707,False,True,
Web_042_11274,XXXXXXXX,0,149.9457550048828,1.9219038486480713,19.84289932250977,False,True,
Web_042_11649,XXXXXXXX,0,150.03172302246094,1.9517390727996824,19.7549991607666,False,True,
Web_042_12397,XXXXXXXX,0,149.9273223876953,1.9382869005203247,19.34760093688965,False,True,
Web_042_12580,XXXXXXXU,0,149.96180725097656,1.9357752799987793,19.887300491333008,False,True,
Web_042_12884,XXXXXXXX,0,149.94842529296875,1.932148814201355,18.51930046081543,False,True,
Web_042_1393,XXXXXXXU,0,150.052734375,1.86046838760376,19.138999938964844,False,True,
Web_042_140,XXXXXXXX,0,150.044921875,1.8332815170288088,18.769800186157227,False,True,
Web_042_1481,XXXXXXXX,0,149.9928741455078,1.857849597930908,19.39879989624023,False,True,
Web_042_1631,XXXXXXXX,0,149.998046875,1.856812834739685,20.681900024414062,False,True,
Web_042_2633,XXXXXXXX,0,150.01661682128906,1.870256781578064,18.13479995727539,False,True,
Web_042_3239,XXXXXXXX,0,149.99774169921875,1.8752825260162351,18.624000549316406,False,True,
Web_042_3285,XXXXXXXX,0,150.0172119140625,1.8708419799804688,21.46529960632324,False,True,
Web_042_746,XXXXXXXU,0,150.03240966796875,1.8461331129074097,19.77020072937012,False,True,
Web_042_7797,XXXXXXXX,0,149.90626525878906,1.9006993770599363,20.25480079650879,False,True,
Web_042_7827,XXUXXXXX,0,150.04296875,1.9145686626434328,18.624900817871097,False,True,
Web_042_9201,XXXXXXXX,0,149.99591064453125,1.9129064083099363,18.84280014038086,False,True,
Web_042_9255,XXXXXXXU,0,150.0459747314453,1.9106113910675049,19.90399932861328,False,True,
Web_042_9739,XXXXXXXX,0,150.02499389648438,1.9147824048995972,17.976499557495117,False,True,
Web_043_14,XXXXXXXX,0,149.85903930664062,1.918789982795715,18.542600631713867,False,True,
Web_043_159,XXXXXXXX,0,149.86204528808594,1.8948166370391848,18.122499465942383,False,True,
Web_043_2463,XXXXXXXU,0,149.8651123046875,1.957619547843933,20.651899337768555,False,True,
Web_043_2984,XXXXXXXX,0,149.75076293945312,1.9508403539657593,19.26679992675781,False,True,
Web_043_3792,XXXXXXXX,0,149.88621520996094,1.9419244527816772,18.617000579833984,False,True,
Web_043_5358,XXUXXXXU,0,149.78915405273438,1.929866909980774,19.16889953613281,False,True,
Web_051_2682,XXXXXXXX,0,150.3952178955078,2.0718796253204346,20.440200805664062,False,True,
Web_051_3337,XXUXXUXX,0,150.39312744140625,2.0854392051696777,20.33130073547364,False,True,
Web_051_3492,XXXXXXXU,0,150.43014526367188,2.0868980884552,19.143999099731445,False,True,
Web_051_3727,XXXXXXXU,0,150.42408752441406,2.123004674911499,19.241500854492188,False,True,
Web_051_4125,XXXXXXXU,0,150.41456604003906,2.0974788665771484,20.096799850463867,False,True,
Web_051_5318,XXXXXXXU,0,150.44427490234375,2.1071319580078125,19.82859992980957,False,True,
Web_051_5351,XXXXXXXU,0,150.44728088378906,2.1067025661468506,19.67790031433105,False,True,
Web_051_656,XXXXXXXX,0,150.39971923828125,2.014277458190918,18.77630043029785,False,True,
Web_052_10261,XXXXXUXX,0,150.28013610839844,2.020970582962036,18.651599884033203,False,True,
Web_052_11137,XXXXXXXU,0,150.2872314453125,2.025599956512451,20.406700134277344,False,True,
Web_052_12741,XXXXXXXU,0,150.28721618652344,2.0338056087493896,19.932899475097656,False,True,
Web_052_13324,XXXXXXXX,0,150.23837280273438,2.0375683307647705,20.03319931030273,False,True,
Web_052_14256,XXXXXUXX,0,150.2664337158203,2.049852132797241,18.604900360107425,False,True,
Web_052_14373,XXXXXXXX,0,150.2773895263672,2.046785831451416,18.99449920654297,False,True,
Web_052_17179,XXUXXXXX,0,150.37954711914062,2.0624496936798096,17.73780059814453,False,True,
Web_052_1812,XXXXXXXU,0,150.27870178222656,1.970909833908081,19.73590087890625,False,True,
Web_052_18284,XXXXXXXX,0,150.381591796875,2.0643911361694336,19.80590057373047,False,True,
Web_052_1907,XXXXXXXX,0,150.2601776123047,1.9699864387512207,21.04080009460449,False,True,
Web_052_19570,XXXXXXXX,0,150.29147338867188,2.073073148727417,18.991500854492188,False,True,
Web_052_19880,XXUXXUXX,0,150.23095703125,2.0727639198303223,20.18110084533692,False,True,
Web_052_20154,XXXXXXXX,0,150.24452209472656,2.075824737548828,19.550800323486328,False,True,
Web_052_20500,XXXXXXXX,0,150.31007385253906,2.0766255855560303,19.557100296020508,False,True,
Web_052_21060,XXXXXXXX,0,150.3911590576172,2.0839807987213135,19.04910087585449,False,True,
Web_052_23490,XXXXXXXX,0,150.32798767089844,2.1190290451049805,18.63789939880371,False,True,
Web_052_23495,XXXXXXXX,0,150.2970733642578,2.1177163124084473,18.51849937438965,False,True,
Web_052_25094,XXXXXXXX,0,150.343017578125,2.1097660064697266,19.773500442504883,False,True,
Web_052_2653,XXXXXXXX,0,150.26852416992188,1.9751909971237185,19.152999877929688,False,True,
Web_052_28067,XXXXXXXX,0,150.2869110107422,2.0910112857818604,19.69969940185547,False,True,
Web_052_28601,XXXXXXXU,0,150.3227081298828,2.123887300491333,17.434799194335938,False,True,
Web_052_3312,XXXXXUXU,0,150.3503875732422,1.9810973405838013,19.308900833129883,False,True,
Web_052_4638,XXXXXXXX,0,150.2588653564453,1.9887112379074097,19.70499992370605,False,True,
Web_052_492,XXXXXXXX,0,150.28561401367188,1.96197247505188,20.0044002532959,False,True,
Web_052_5020,XXXXXXXU,0,150.38807678222656,1.9915283918380735,19.62190055847168,False,True,
Web_052_7001,XXXXXXXU,0,150.3699951171875,2.0004162788391113,20.59910011291504,False,True,
Web_052_9711,XXXXXXXU,0,150.29116821289062,2.017362356185913,19.579099655151367,False,True,
Web_052_9933,XXXXXXXX,0,150.34339904785156,2.019965410232544,19.00690078735352,False,True,
Web_052_9953,XXXXXXXX,0,150.3653564453125,2.020773410797119,18.7780990600586,False,True,
Web_053_10120,XXXXXXXX,0,150.09909057617188,2.0228493213653564,18.920000076293945,False,True,
Web_053_10291,XXXXXXXX,0,150.07730102539062,2.024212598800659,18.092500686645508,False,True,
Web_053_10653,XXXXXXXU,0,150.10693359375,2.022552728652954,20.518699645996097,False,True,
Web_053_11552,XXXXXXXX,0,150.15553283691406,2.027599334716797,20.39559936523437,False,True,
Web_053_13321,XXXXXXXU,0,150.0918731689453,2.040224552154541,20.143699645996097,False,True,
Web_053_17243,XXXXXXXX,0,150.21322631835938,2.064828634262085,18.54360008239746,False,True,
Web_053_17449,XXXXXXXX,0,150.07676696777344,2.065600872039795,19.09530067443848,False,True,
Web_053_18004,XXXXXXXX,0,150.21177673339844,2.068336248397827,18.508899688720703,False,True,
Web_053_18059,XXXXXXXX,0,150.0952911376953,2.0648653507232666,19.31480026245117,False,True,
Web_053_18186,XXXXXXXX,0,150.1291046142578,2.0654337406158447,20.84079933166504,False,True,
Web_053_20032,XXXXXXXX,0,150.1753387451172,2.0789639949798584,18.91670036315918,False,True,
Web_053_20439,XXXXXXXX,0,150.10440063476562,2.0800299644470215,19.56739997863769,False,True,
Web_053_22973,XXXXXXXU,0,150.18209838867188,2.1134095191955566,18.776199340820312,False,True,
Web_053_23489,XXXXXUXX,0,150.18348693847656,2.1157405376434326,18.82439994812012,False,True,
Web_053_23842,XXXXXXXX,0,150.15147399902344,2.1145572662353516,17.91320037841797,False,True,
Web_053_23938,XXXXXXXU,0,150.2244110107422,2.105602502822876,19.65880012512207,False,True,
Web_053_24558,XXXXXXXU,0,150.201416015625,2.0996854305267334,20.34589958190918,False,True,
Web_053_27754,XXXXXXXX,0,150.12008666992188,2.0910704135894775,20.0398006439209,False,True,
Web_053_28662,XXXXXUXX,0,150.15219116210938,2.097637891769409,19.30150032043457,False,True,
Web_053_28744,XXXXXXXU,0,150.07862854003906,2.123009443283081,17.81529998779297,False,True,
Web_053_29047,XXXXXXXX,0,150.20692443847656,2.1235740184783936,19.80550003051757,False,True,
Web_053_3014,XXXXXXXX,0,150.16221618652344,1.9915564060211184,16.31879997253418,False,True,
Web_053_3585,XXXXXXXX,0,150.19754028320312,1.985716700553894,19.34569931030273,False,True,
Web_053_3690,XXXXXXXX,0,150.20863342285156,1.984407901763916,18.85969924926757,False,True,
Web_053_6885,XXUXXXXU,0,150.19029235839844,2.0001590251922607,19.95479965209961,False,True,
Web_053_6985,XXUXXXXU,0,150.1011199951172,2.003185272216797,18.8075008392334,False,True,
Web_053_7125,XXXXXXXX,0,150.1331329345703,2.002568244934082,19.682899475097656,False,True,
Web_053_7258,XXXXXXUU,0,150.12696838378906,2.0031180381774902,19.83639907836914,False,True,
Web_053_8269,XXXXXXXX,0,150.22872924804688,2.008909225463867,19.824199676513672,False,True,
Web_053_8459,XXXXXXXU,0,150.111328125,2.0104691982269287,20.10300064086914,False,True,
Web_053_8479,XXUXXXXX,0,150.22251892089844,2.011678695678711,18.881799697875977,True,True,COSJ100053+020042
